UC;Nome;Aprovados;Reprovados;NaoAvaliados;Abandonos;Inscritos;Curso;Semestre;Ano
425113;Computação Móvel;2;0;0;0;2;Mestrado Bolonha em Segurança Informática;1;2021
425105;Introdução às Bases de Dados;1;0;0;0;1;Curso de Especialização em Data Science;1;2021
425105;Introdução às Bases de Dados;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2021
425105;Introdução às Bases de Dados;0;1;0;0;1;Curso Livre em Regime Livre;1;2021
425105;Introdução às Bases de Dados;4;0;0;0;4;Mestrado Bolonha em Bioestatística;1;2021
425105;Introdução às Bases de Dados;11;1;0;0;12;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2021
425105;Introdução às Bases de Dados;0;0;1;0;1;Mestrado Bolonha em Ciência de Dados;1;2021
425105;Introdução às Bases de Dados;1;0;0;0;1;Mestrado Bolonha em Engenharia Biomédica e Biofísica;1;2021
425105;Introdução às Bases de Dados;2;0;0;0;2;Mestrado Bolonha em Engenharia Física;1;2021
425105;Introdução às Bases de Dados;5;0;0;0;5;Mestrado Bolonha em Engenharia Geoespacial;1;2021
425105;Introdução às Bases de Dados;2;1;0;0;3;Mestrado Bolonha em Estatística e Investigação Operacional;1;2021
425105;Introdução às Bases de Dados;10;2;0;0;12;Mestrado Bolonha em Informática;1;2021
425105;Introdução às Bases de Dados;0;1;0;0;1;Mestrado Bolonha em Matemática;1;2021
425105;Introdução às Bases de Dados;4;0;2;0;6;Mestrado Bolonha em Matemática Aplicada à Economia e Gestão;1;2021
425105;Introdução às Bases de Dados;2;0;0;0;2;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;1;2021
425277;Gestão e Organização Empresarial;1;0;0;0;1;Curso Livre em Regime Livre;2;2021
425277;Gestão e Organização Empresarial;5;0;1;0;6;Licenciatura Bolonha em Engenharia Informática;2;2021
425277;Gestão e Organização Empresarial;65;0;12;0;77;Mestrado Bolonha em Engenharia Informática;2;2021
425269;Aprendizagem Automática Avançada;1;0;4;0;5;Curso de Especialização em Data Science;2;2021
425269;Aprendizagem Automática Avançada;0;0;2;0;2;Curso Livre em Erasmus;2;2021
425269;Aprendizagem Automática Avançada;1;0;1;0;2;Licenciatura Bolonha em Engenharia Informática;2;2021
425269;Aprendizagem Automática Avançada;10;1;4;0;15;Mestrado Bolonha em Ciência de Dados;2;2021
425269;Aprendizagem Automática Avançada;11;2;5;0;18;Mestrado Bolonha em Engenharia Informática;2;2021
425269;Aprendizagem Automática Avançada;0;0;1;0;1;Mestrado Bolonha em Física;2;2021
425269;Aprendizagem Automática Avançada;1;0;1;0;2;Mestrado Bolonha em Informática;2;2021
425267;Linguagens de Domínio;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2021
425267;Linguagens de Domínio;7;7;5;0;19;Mestrado Bolonha em Engenharia Informática;2;2021
425267;Linguagens de Domínio;4;0;0;0;4;Mestrado Bolonha em Informática;2;2021
425260;Seminário de Investigação II;7;0;2;0;9;Mestrado Bolonha em Ciência Cognitiva;2;2021
425256;Tecnologia da Linguagem;6;0;13;0;19;Mestrado Bolonha em Ciência Cognitiva;2;2021
425255;Fundamentos da Computação;1;0;0;0;1;Curso Livre em Regime Livre;2;2021
425255;Fundamentos da Computação;6;0;11;0;17;Mestrado Bolonha em Ciência Cognitiva;2;2021
425253;Métodos e Estudos com Utilizadores;3;0;0;0;3;Licenciatura Bolonha em Engenharia Informática;2;2021
425253;Métodos e Estudos com Utilizadores;6;0;0;0;6;Mestrado Bolonha em Ciência de Dados;2;2021
425253;Métodos e Estudos com Utilizadores;14;0;0;3;17;Mestrado Bolonha em Engenharia Informática;2;2021
425253;Métodos e Estudos com Utilizadores;4;0;0;0;4;Mestrado Bolonha em Informática;2;2021
425252;Computação Quântica;2;0;0;0;2;Licenciatura Bolonha em Engenharia Física;2;2021
425252;Computação Quântica;0;0;1;0;1;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2021
425252;Computação Quântica;0;0;1;0;1;Mestrado Bolonha em Engenharia Informática;2;2021
425252;Computação Quântica;0;0;0;1;1;Mestrado Bolonha em Física;2;2021
425252;Computação Quântica;2;0;0;1;3;Mestrado Bolonha em Informática;2;2021
425252;Computação Quântica;1;0;1;0;2;Mestrado Bolonha em Segurança Informática;2;2021
425242;Prospeção de Dados;2;0;5;0;7;Curso de Especialização em Data Science;2;2021
425242;Prospeção de Dados;1;0;0;0;1;Licenciatura Bolonha em Biologia;2;2021
425242;Prospeção de Dados;1;0;2;0;3;Licenciatura Bolonha em Engenharia Informática;2;2021
425242;Prospeção de Dados;6;0;1;0;7;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2021
425242;Prospeção de Dados;15;0;2;0;17;Mestrado Bolonha em Ciência de Dados;2;2021
425242;Prospeção de Dados;8;0;5;0;13;Mestrado Bolonha em Engenharia Informática;2;2021
425242;Prospeção de Dados;0;0;1;0;1;Mestrado Bolonha em Física;2;2021
425242;Prospeção de Dados;9;0;3;0;12;Mestrado Bolonha em Informática;2;2021
425242;Prospeção de Dados;0;0;3;0;3;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2021
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;2;2021
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;0;0;1;0;1;Licenciatura Bolonha em Biologia;2;2021
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;1;0;0;0;1;Mestrado Bolonha em Bioestatística;2;2021
425241;Estudos Avançados em Bioinformatica e Biologia Computacional;9;0;2;0;11;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2021
425240;Computação em Nuvem;0;0;2;0;2;Curso de Especialização em Data Science;2;2021
425240;Computação em Nuvem;1;0;0;0;1;Curso Livre em Erasmus;2;2021
425240;Computação em Nuvem;0;1;0;0;1;Curso Livre em Regime Livre;2;2021
425240;Computação em Nuvem;0;0;2;0;2;Licenciatura Bolonha em Engenharia Física;2;2021
425240;Computação em Nuvem;1;0;1;0;2;Licenciatura Bolonha em Engenharia Informática;2;2021
425240;Computação em Nuvem;6;0;6;0;12;Mestrado Bolonha em Ciência de Dados;2;2021
425240;Computação em Nuvem;22;1;13;0;36;Mestrado Bolonha em Engenharia Informática;2;2021
425240;Computação em Nuvem;13;1;3;0;17;Mestrado Bolonha em Informática;2;2021
425240;Computação em Nuvem;4;0;2;0;6;Mestrado Bolonha em Segurança Informática;2;2021
425237;Sistemas Ciberfísicos;3;0;1;0;4;Mestrado Bolonha em Engenharia Informática;2;2021
425237;Sistemas Ciberfísicos;3;0;1;0;4;Mestrado Bolonha em Informática;2;2021
425237;Sistemas Ciberfísicos;2;0;1;0;3;Mestrado Bolonha em Segurança Informática;2;2021
425236;Internet das Coisas;0;0;1;0;1;Curso de Especialização em Data Science;2;2021
425236;Internet das Coisas;1;0;0;0;1;Curso Livre em Erasmus;2;2021
425236;Internet das Coisas;15;2;5;0;22;Mestrado Bolonha em Engenharia Informática;2;2021
425236;Internet das Coisas;12;0;3;0;15;Mestrado Bolonha em Informática;2;2021
425236;Internet das Coisas;1;0;3;0;4;Mestrado Bolonha em Segurança Informática;2;2021
425234;Procedimentos de Segurança e Manuseamento de Informação Classificada;4;0;2;0;6;Mestrado Bolonha em Segurança Informática;2;2021
425213;Ontologias aplicadas às Ciências;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;2;2021
425213;Ontologias aplicadas às Ciências;1;0;0;0;1;Mestrado Bolonha em Bioestatística;2;2021
425213;Ontologias aplicadas às Ciências;9;0;1;0;10;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2021
425210;Sistemas Interativos em Ciências;1;0;0;0;1;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2021
425208;Robôs Móveis;0;0;1;0;1;Curso Livre em Regime Livre;2;2021
425208;Robôs Móveis;0;0;1;0;1;Licenciatura Bolonha em Engenharia Biomédica e Biofísica;2;2021
425208;Robôs Móveis;6;0;0;0;6;Mestrado Bolonha em Engenharia Biomédica e Biofísica;2;2021
425208;Robôs Móveis;1;1;1;0;3;Mestrado Bolonha em Engenharia Física;2;2021
425208;Robôs Móveis;15;1;4;0;20;Mestrado Bolonha em Engenharia Informática;2;2021
425208;Robôs Móveis;5;2;0;0;7;Mestrado Bolonha em Informática;2;2021
425205;Inteligência Artificial em Jogos;3;0;1;0;4;Curso Livre em Erasmus;2;2021
425205;Inteligência Artificial em Jogos;0;0;1;0;1;Licenciatura Bolonha em Engenharia Física;2;2021
425205;Inteligência Artificial em Jogos;1;1;0;0;2;Licenciatura Bolonha em Engenharia Informática;2;2021
425205;Inteligência Artificial em Jogos;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2021
425205;Inteligência Artificial em Jogos;19;2;4;0;25;Mestrado Bolonha em Engenharia Informática;2;2021
425205;Inteligência Artificial em Jogos;2;0;6;0;8;Mestrado Bolonha em Informática;2;2021
425202;Complementos de Programação;5;0;5;0;10;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2021
425202;Complementos de Programação;0;0;1;0;1;Mestrado Bolonha em Física;2;2021
425202;Complementos de Programação;7;2;3;0;12;Mestrado Bolonha em Informática;2;2021
425202;Complementos de Programação;1;0;0;0;1;Mestrado Bolonha em Matemática;2;2021
425194;Bioinformática;3;0;0;0;3;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;2;2021
425194;Bioinformática;2;0;1;0;3;Curso Livre em Erasmus;2;2021
425194;Bioinformática;1;0;0;0;1;Licenciatura Bolonha em Biologia;2;2021
425194;Bioinformática;1;0;0;0;1;Licenciatura Bolonha em Engenharia Biomédica e Biofísica;2;2021
425194;Bioinformática;3;0;0;0;3;Mestrado Bolonha em Bioestatística;2;2021
425194;Bioinformática;11;1;0;0;12;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2021
425194;Bioinformática;17;0;1;0;18;Mestrado Bolonha em Bioquímica;2;2021
425194;Bioinformática;2;0;0;0;2;Mestrado Bolonha em Engenharia Informática;2;2021
425194;Bioinformática;1;0;0;0;1;Mestrado Bolonha em Informática;2;2021
425184;Tolerância a Intrusões;1;0;0;0;1;Curso Livre em Regime Livre;2;2021
425184;Tolerância a Intrusões;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2021
425184;Tolerância a Intrusões;7;0;5;0;12;Mestrado Bolonha em Segurança Informática;2;2021
425175;Segurança Aplicada;0;1;0;0;1;Curso Livre em Regime Livre;2;2021
425175;Segurança Aplicada;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;2;2021
425175;Segurança Aplicada;7;1;0;7;15;Mestrado Bolonha em Segurança Informática;2;2021
425159;Verificação e Validação de Software;0;1;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2021
425159;Verificação e Validação de Software;18;1;6;0;25;Mestrado Bolonha em Engenharia Informática;2;2021
425159;Verificação e Validação de Software;5;0;1;0;6;Mestrado Bolonha em Informática;2;2021
425159;Verificação e Validação de Software;1;0;3;0;4;Mestrado Bolonha em Segurança Informática;2;2021
425154;Tecnologias de Segurança;0;1;0;0;1;Licenciatura Bolonha em Engenharia Física;2;2021
425154;Tecnologias de Segurança;8;4;0;3;15;Mestrado Bolonha em Engenharia Informática;2;2021
425154;Tecnologias de Segurança;2;0;0;0;2;Mestrado Bolonha em Informática;2;2021
425151;Técnicas de Interação Avançadas;1;0;0;0;1;Curso Livre em Regime Livre;2;2021
425151;Técnicas de Interação Avançadas;3;0;0;0;3;Licenciatura Bolonha em Engenharia Informática;2;2021
425151;Técnicas de Interação Avançadas;10;0;2;0;12;Mestrado Bolonha em Engenharia Informática;2;2021
425151;Técnicas de Interação Avançadas;3;0;0;0;3;Mestrado Bolonha em Informática;2;2021
425150;Técnicas de Compilação;0;0;1;0;1;Licenciatura Bolonha em Engenharia Informática;2;2021
425150;Técnicas de Compilação;6;1;3;0;10;Mestrado Bolonha em Engenharia Informática;2;2021
425150;Técnicas de Compilação;4;0;2;0;6;Mestrado Bolonha em Informática;2;2021
425128;Multimédia;1;0;0;0;1;Curso Livre em Erasmus;2;2021
425128;Multimédia;1;1;0;0;2;Licenciatura Bolonha em Tecnologias de Informação;2;2021
425128;Multimédia;6;2;0;0;8;Mestrado Bolonha em Engenharia Informática;2;2021
425128;Multimédia;7;0;1;0;8;Mestrado Bolonha em Informática;2;2021
425125;Interação em Linguagem Natural;1;0;0;0;1;Mestrado Bolonha em Ciência de Dados;2;2021
425125;Interação em Linguagem Natural;8;0;3;0;11;Mestrado Bolonha em Engenharia Informática;2;2021
425125;Interação em Linguagem Natural;1;0;1;0;2;Mestrado Bolonha em Informática;2;2021
425124;Integração e Processamento Analítico de Informação;2;0;3;0;5;Curso de Especialização em Data Science;2;2021
425124;Integração e Processamento Analítico de Informação;2;0;0;0;2;Curso Livre em Erasmus;2;2021
425124;Integração e Processamento Analítico de Informação;0;0;1;0;1;Doutoramento Bolonha em Informática;2;2021
425124;Integração e Processamento Analítico de Informação;0;0;1;0;1;Licenciatura Bolonha em Biologia;2;2021
425124;Integração e Processamento Analítico de Informação;6;2;1;0;9;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2021
425124;Integração e Processamento Analítico de Informação;11;1;2;0;14;Mestrado Bolonha em Ciência de Dados;2;2021
425124;Integração e Processamento Analítico de Informação;5;0;0;0;5;Mestrado Bolonha em Engenharia Geoespacial;2;2021
425124;Integração e Processamento Analítico de Informação;5;0;3;0;8;Mestrado Bolonha em Engenharia Informática;2;2021
425124;Integração e Processamento Analítico de Informação;3;0;2;0;5;Mestrado Bolonha em Informática;2;2021
425124;Integração e Processamento Analítico de Informação;0;0;2;0;2;Mestrado Bolonha em Sistemas de Informação Geográfica - Tecnologias e Aplicações;2;2021
425118;Deteção e Tolerância a Intrusões;0;0;1;0;1;Curso de Especialização em Data Science;2;2021
425118;Deteção e Tolerância a Intrusões;0;0;2;0;2;Mestrado Bolonha em Ciência de Dados;2;2021
425118;Deteção e Tolerância a Intrusões;9;1;2;0;12;Mestrado Bolonha em Engenharia Informática;2;2021
425118;Deteção e Tolerância a Intrusões;5;0;2;0;7;Mestrado Bolonha em Informática;2;2021
425116;Desenho e Análise de Algoritmos;1;0;1;0;2;Curso de Especialização em Data Science;2;2021
425116;Desenho e Análise de Algoritmos;0;0;1;0;1;Doutoramento Bolonha em Informática;2;2021
425116;Desenho e Análise de Algoritmos;6;0;2;0;8;Mestrado Bolonha em Ciência de Dados;2;2021
425116;Desenho e Análise de Algoritmos;0;0;1;0;1;Mestrado Bolonha em Engenharia Geoespacial;2;2021
425116;Desenho e Análise de Algoritmos;2;0;1;0;3;Mestrado Bolonha em Engenharia Informática;2;2021
425116;Desenho e Análise de Algoritmos;9;0;2;0;11;Mestrado Bolonha em Informática;2;2021
425115;Configuração e Gestão de Sistemas;1;0;0;0;1;Curso Livre em Regime Livre;2;2021
425115;Configuração e Gestão de Sistemas;1;0;0;0;1;Licenciatura Bolonha em Engenharia Física;2;2021
425115;Configuração e Gestão de Sistemas;9;1;0;0;10;Mestrado Bolonha em Engenharia Informática;2;2021
425115;Configuração e Gestão de Sistemas;5;0;0;0;5;Mestrado Bolonha em Informática;2;2021
425115;Configuração e Gestão de Sistemas;5;0;3;0;8;Mestrado Bolonha em Segurança Informática;2;2021
425110;Aplicações na Web;2;0;0;0;2;Curso de Especialização em Data Science;2;2021
425110;Aplicações na Web;4;0;0;0;4;Curso Livre em Regime Livre;2;2021
425110;Aplicações na Web;1;0;0;0;1;Licenciatura Bolonha em Biologia;2;2021
425110;Aplicações na Web;3;1;0;0;4;Licenciatura Bolonha em Engenharia Informática;2;2021
425110;Aplicações na Web;3;0;0;0;3;Mestrado Bolonha em Bioinformática e Biologia Computacional;2;2021
425110;Aplicações na Web;7;0;3;0;10;Mestrado Bolonha em Ciência de Dados;2;2021
425110;Aplicações na Web;30;0;0;0;30;Mestrado Bolonha em Engenharia Informática;2;2021
425110;Aplicações na Web;19;0;2;1;22;Mestrado Bolonha em Informática;2;2021
425110;Aplicações na Web;1;0;1;0;2;Mestrado Bolonha em Segurança Informática;2;2021
425109;Animação e Ambientes Virtuais;1;0;0;0;1;Curso Livre em Erasmus;2;2021
425109;Animação e Ambientes Virtuais;3;0;0;0;3;Curso Livre em Regime Livre;2;2021
425109;Animação e Ambientes Virtuais;2;1;0;0;3;Licenciatura Bolonha em Engenharia Informática;2;2021
425109;Animação e Ambientes Virtuais;1;0;0;0;1;Licenciatura Bolonha em Tecnologias de Informação;2;2021
425109;Animação e Ambientes Virtuais;22;0;3;0;25;Mestrado Bolonha em Engenharia Informática;2;2021
425109;Animação e Ambientes Virtuais;16;0;3;0;19;Mestrado Bolonha em Informática;2;2021
425281;Privacidade e Segurança dos Dados;0;1;0;0;1;Curso Livre em Regime Livre;1;2022
425281;Privacidade e Segurança dos Dados;17;1;1;1;20;Mestrado Bolonha em Engenharia Informática;1;2022
425281;Privacidade e Segurança dos Dados;5;0;0;0;5;Mestrado Bolonha em Informática;1;2022
425281;Privacidade e Segurança dos Dados;13;0;0;0;13;Mestrado Bolonha em Segurança Informática;1;2022
425278;Estudo Orientado em Engenharia Informática;57;0;4;0;61;Mestrado Bolonha em Engenharia Informática;1;2022
425276;Bases de Dados Avançadas;1;0;0;0;1;Curso Livre em Erasmus;1;2022
425276;Bases de Dados Avançadas;1;0;0;0;1;Curso Livre em Regime Livre;1;2022
425276;Bases de Dados Avançadas;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;1;2022
425276;Bases de Dados Avançadas;29;1;0;0;30;Mestrado Bolonha em Engenharia Informática;1;2022
425276;Bases de Dados Avançadas;10;1;0;0;11;Mestrado Bolonha em Informática;1;2022
425274;Estudo Orientado em Segurança Informática;10;0;1;0;11;Mestrado Bolonha em Segurança Informática;1;2022
425272;Estudo Orientado em Informática;21;0;1;1;23;Mestrado Bolonha em Informática;1;2022
425266;Desenho e Desenvolvimento de Jogos;2;0;0;0;2;Curso Livre em Erasmus;1;2022
425266;Desenho e Desenvolvimento de Jogos;1;0;0;0;1;Curso Livre em Mobilidade alunos estrangeiros;1;2022
425266;Desenho e Desenvolvimento de Jogos;3;0;0;0;3;Curso Livre em Regime Livre;1;2022
425266;Desenho e Desenvolvimento de Jogos;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;1;2022
425266;Desenho e Desenvolvimento de Jogos;1;0;0;0;1;Licenciatura Bolonha em Meteorologia, Oceanografia e Geofísica;1;2022
425266;Desenho e Desenvolvimento de Jogos;24;2;1;0;27;Mestrado Bolonha em Engenharia Informática;1;2022
425266;Desenho e Desenvolvimento de Jogos;14;0;0;0;14;Mestrado Bolonha em Informática;1;2022
425263;Programação Paralela e Concorrente;1;0;0;0;1;Curso Livre em Erasmus;1;2022
425263;Programação Paralela e Concorrente;1;0;0;0;1;Curso Livre em Mobilidade alunos estrangeiros;1;2022
425263;Programação Paralela e Concorrente;1;0;0;0;1;Curso Livre em Regime Livre;1;2022
425263;Programação Paralela e Concorrente;3;0;0;0;3;Licenciatura Bolonha em Engenharia Informática;1;2022
425263;Programação Paralela e Concorrente;1;0;0;0;1;Licenciatura Bolonha em Meteorologia, Oceanografia e Geofísica;1;2022
425263;Programação Paralela e Concorrente;31;4;3;0;38;Mestrado Bolonha em Engenharia Informática;1;2022
425263;Programação Paralela e Concorrente;8;2;0;0;10;Mestrado Bolonha em Informática;1;2022
425262;Fundamentos de Linguagens de Programação;4;0;2;0;6;Mestrado Bolonha em Engenharia Informática;1;2022
425262;Fundamentos de Linguagens de Programação;1;2;1;0;4;Mestrado Bolonha em Informática;1;2022
425259;Seminário de Investigação I;4;1;0;1;6;Mestrado Bolonha em Ciência Cognitiva;1;2022
425258;Tópicos Avançados de Ciência Cognitiva;6;2;0;0;8;Mestrado Bolonha em Ciência Cognitiva;1;2022
425257;Modelos de Computação;1;0;0;0;1;Curso Livre em Regime Livre;1;2022
425257;Modelos de Computação;7;2;3;0;12;Mestrado Bolonha em Ciência Cognitiva;1;2022
425254;Inteligência Artificial;14;1;4;1;20;Mestrado Bolonha em Ciência Cognitiva;1;2022
425250;Introdução à Investigação em Ciência de Dados;15;0;3;0;18;Mestrado Bolonha em Ciência de Dados;1;2022
425248;Seminário em Ciência de Dados;2;0;0;0;2;Curso Livre em Erasmus;1;2022
425248;Seminário em Ciência de Dados;1;0;0;0;1;Curso Livre em Regime Livre;1;2022
425248;Seminário em Ciência de Dados;20;1;2;0;23;Mestrado Bolonha em Ciência de Dados;1;2022
425247;Fundamentos de Ciência de Dados;1;2;0;0;3;Curso Livre em Regime Livre;1;2022
425247;Fundamentos de Ciência de Dados;21;2;0;0;23;Mestrado Bolonha em Ciência de Dados;1;2022
425244;Fundamentos da Web Semântica;1;0;1;0;2;Mestrado Bolonha em Ciência de Dados;1;2022
425244;Fundamentos da Web Semântica;1;0;1;0;2;Mestrado Bolonha em Engenharia Informática;1;2022
425244;Fundamentos da Web Semântica;2;0;0;0;2;Mestrado Bolonha em Informática;1;2022
425244;Fundamentos da Web Semântica;1;0;0;0;1;Mestrado Bolonha em Matemática;1;2022
425243;Visualização de Dados;1;0;0;0;1;Curso Livre em Erasmus;1;2022
425243;Visualização de Dados;1;0;0;0;1;Curso Livre em Regime Livre;1;2022
425243;Visualização de Dados;1;0;0;0;1;Licenciatura Bolonha em Engenharia Biomédica e Biofísica;1;2022
425243;Visualização de Dados;3;0;0;0;3;Licenciatura Bolonha em Engenharia Informática;1;2022
425243;Visualização de Dados;2;0;0;0;2;Mestrado Bolonha em Bioestatística;1;2022
425243;Visualização de Dados;1;0;3;0;4;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2022
425243;Visualização de Dados;10;1;1;0;12;Mestrado Bolonha em Ciência de Dados;1;2022
425243;Visualização de Dados;2;0;0;0;2;Mestrado Bolonha em Engenharia Biomédica e Biofísica;1;2022
425243;Visualização de Dados;7;1;0;0;8;Mestrado Bolonha em Engenharia Geoespacial;1;2022
425243;Visualização de Dados;23;1;5;0;29;Mestrado Bolonha em Engenharia Informática;1;2022
425243;Visualização de Dados;1;0;0;0;1;Mestrado Bolonha em Física;1;2022
425243;Visualização de Dados;13;0;4;0;17;Mestrado Bolonha em Informática;1;2022
425239;Experiência de Utilização;1;0;0;0;1;Curso Livre em Erasmus;1;2022
425239;Experiência de Utilização;3;0;2;0;5;Curso Livre em Regime Livre;1;2022
425239;Experiência de Utilização;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2022
425239;Experiência de Utilização;1;0;0;0;1;Licenciatura Bolonha em Meteorologia, Oceanografia e Geofísica;1;2022
425239;Experiência de Utilização;13;0;1;0;14;Mestrado Bolonha em Engenharia Informática;1;2022
425239;Experiência de Utilização;16;0;1;0;17;Mestrado Bolonha em Informática;1;2022
425236;Internet das Coisas;1;0;0;0;1;Curso Livre em Erasmus;1;2022
425236;Internet das Coisas;1;0;1;0;2;Curso Livre em Regime Livre;1;2022
425236;Internet das Coisas;1;0;0;0;1;Mestrado Bolonha em Engenharia da Energia e Ambiente;1;2022
425236;Internet das Coisas;15;2;3;0;20;Mestrado Bolonha em Engenharia Informática;1;2022
425236;Internet das Coisas;6;0;3;0;9;Mestrado Bolonha em Informática;1;2022
425236;Internet das Coisas;1;0;1;0;2;Mestrado Bolonha em Segurança Informática;1;2022
425232;Cibercrime e Análise Forense;14;0;0;0;14;Mestrado Bolonha em Segurança Informática;1;2022
425230;Análise e Gestão de Risco em Segurança Informática;1;0;0;0;1;Curso Livre em Regime Livre;1;2022
425230;Análise e Gestão de Risco em Segurança Informática;1;0;0;0;1;Licenciatura Bolonha em Engenharia Informática;1;2022
425230;Análise e Gestão de Risco em Segurança Informática;21;2;1;0;24;Mestrado Bolonha em Engenharia Informática;1;2022
425230;Análise e Gestão de Risco em Segurança Informática;10;1;3;0;14;Mestrado Bolonha em Informática;1;2022
425230;Análise e Gestão de Risco em Segurança Informática;13;1;0;0;14;Mestrado Bolonha em Segurança Informática;1;2022
425221;Programação Por Objetos;1;0;0;0;1;Curso Livre em Erasmus;1;2022
425221;Programação Por Objetos;1;0;0;0;1;Curso Livre em Regime Livre;1;2022
425221;Programação Por Objetos;2;0;0;0;2;Licenciatura Bolonha em Engenharia Física;1;2022
425221;Programação Por Objetos;1;0;0;0;1;Licenciatura Bolonha em Física;1;2022
425221;Programação Por Objetos;1;0;2;1;4;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2022
425221;Programação Por Objetos;6;0;0;0;6;Mestrado Bolonha em Engenharia Física;1;2022
425221;Programação Por Objetos;0;0;1;0;1;Mestrado Bolonha em Estatística e Investigação Operacional;1;2022
425221;Programação Por Objetos;2;0;0;0;2;Mestrado Bolonha em Física;1;2022
425221;Programação Por Objetos;16;4;0;1;21;Mestrado Bolonha em Informática;1;2022
425216;Aprendizagem Automática;4;0;1;0;5;Curso Livre em Erasmus;1;2022
425216;Aprendizagem Automática;1;0;0;0;1;Curso Livre em Mobilidade alunos estrangeiros;1;2022
425216;Aprendizagem Automática;1;0;0;0;1;Curso Livre em Mobilidade alunos nacionais;1;2022
425216;Aprendizagem Automática;3;0;2;0;5;Curso Livre em Regime Livre;1;2022
425216;Aprendizagem Automática;13;0;0;0;13;Licenciatura Bolonha em Engenharia Biomédica e Biofísica;1;2022
425216;Aprendizagem Automática;6;0;3;0;9;Licenciatura Bolonha em Engenharia Física;1;2022
425216;Aprendizagem Automática;2;0;0;0;2;Licenciatura Bolonha em Engenharia Informática;1;2022
425216;Aprendizagem Automática;0;0;1;0;1;Licenciatura Bolonha em Estatística Aplicada;1;2022
425216;Aprendizagem Automática;6;0;0;0;6;Mestrado Bolonha em Bioestatística;1;2022
425216;Aprendizagem Automática;5;1;4;0;10;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2022
425216;Aprendizagem Automática;1;0;0;0;1;Mestrado Bolonha em Ciência Cognitiva;1;2022
425216;Aprendizagem Automática;21;0;3;0;24;Mestrado Bolonha em Ciência de Dados;1;2022
425216;Aprendizagem Automática;31;0;0;0;31;Mestrado Bolonha em Engenharia Biomédica e Biofísica;1;2022
425216;Aprendizagem Automática;8;0;0;0;8;Mestrado Bolonha em Engenharia Física;1;2022
425216;Aprendizagem Automática;26;0;2;0;28;Mestrado Bolonha em Engenharia Informática;1;2022
425216;Aprendizagem Automática;1;0;1;0;2;Mestrado Bolonha em Estatística e Investigação Operacional;1;2022
425216;Aprendizagem Automática;16;0;0;0;16;Mestrado Bolonha em Informática;1;2022
425216;Aprendizagem Automática;6;0;1;0;7;Mestrado Bolonha em Segurança Informática;1;2022
425203;Fundamentos de Programação;1;0;0;0;1;Curso de Especialização em Estatística Aplicada à Biologia e Ciências da Saúde;1;2022
425203;Fundamentos de Programação;3;0;2;0;5;Curso Livre em Erasmus;1;2022
425203;Fundamentos de Programação;4;0;0;0;4;Curso Livre em Regime Livre;1;2022
425203;Fundamentos de Programação;1;0;0;0;1;Doutoramento Bolonha em Ciência Cognitiva;1;2022
425203;Fundamentos de Programação;3;0;1;0;4;Mestrado Bolonha em Bioestatística;1;2022
425203;Fundamentos de Programação;10;4;2;0;16;Mestrado Bolonha em Bioinformática e Biologia Computacional;1;2022
425203;Fundamentos de Programação;5;2;2;0;9;Mestrado Bolonha em Ciência Cognitiva;1;2022
425203;Fundamentos de Programação;1;1;1;0;3;Mestrado Bolonha em Engenharia Geoespacial;1;2022
425203;Fundamentos de Programação;9;3;2;0;14;Mestrado Bolonha em Informática;1;2022
425179;Sistemas de Software Seguros;15;1;0;0;16;Mestrado Bolonha em Segurança Informática;1;2022
